1428500616.000000, 1428500616.000000, 1428500616.000000
32.000000, 32.000000, 32.000000
-10,23,58
-10,23,59
-10,23,59
-10,23,59
-10,23,59
-10,23,59
-9,24,59
-9,23,59
-10,23,59
-10,24,59
-10,24,58
-10,23,59
-10,24,59
-9,24,58
-10,24,59
-10,24,58
-9,24,59
-10,24,59
-10,24,58
-10,24,59
-10,24,59
-9,24,59
-10,23,59
-10,24,59
-9,24,59
-10,24,59
-10,23,59
-9,24,59
-9,24,59
-10,24,58
-10,24,59
-9,24,59
-10,24,58
-10,24,58
-10,23,59
-10,23,59
-9,24,58
-10,24,59
-10,24,58
-10,24,59
-9,24,59
-9,24,59
-10,24,58
-9,24,59
-10,23,59
-10,24,59
-9,24,59
-9,24,59
-9,24,59
-10,24,58
-10,24,58
-9,23,58
-10,24,58
-20,17,48
-24,22,37
-44,43,52
-45,38,49
-45,34,48
-37,18,55
-30,16,59
-15,9,60
3,-14,49
-6,23,65
-8,28,69
3,25,75
-5,41,54
-11,56,62
-6,54,72
-10,70,85
-6,41,51
-10,13,31
-16,37,26
-49,59,69
-35,28,22
-52,33,30
-35,42,34
-29,43,37
-34,46,27
-42,34,37
-33,50,30
-34,43,30
-49,33,25
-41,37,16
-43,36,27
-46,41,36
-56,16,-2
-52,44,30
-38,42,25
-48,37,41
-37,53,30
-44,25,30
-43,40,34
-35,57,26
-47,35,33
-48,34,38
-22,32,52
-13,46,59
-14,35,84
-24,35,77
-25,24,77
-17,16,67
-13,20,57
-12,8,61
-7,10,56
-8,15,52
-11,14,52
-11,12,52
-13,21,51
-19,21,54
-19,23,52
-21,25,53
-21,21,55
-19,27,56
-17,29,57
-14,27,56
-12,27,56
-12,24,54
-10,19,56
-12,20,54
-13,22,64
-16,33,81
-6,20,61
-10,24,61
-9,22,54
-11,26,62
-9,26,58
-10,23,58
-9,24,59
-8,17,61
-9,17,61
-10,17,61
-11,18,61
-9,17,61
-10,16,62
-11,15,60
-10,16,62
-10,16,61
-12,17,60
-10,18,61
-11,18,61
-10,16,62
-9,17,60
-11,18,60
-11,16,61
-10,18,61
-11,15,61
-12,16,61
-12,16,61
-12,15,61
-12,17,61
-12,17,60
-11,16,62
-12,13,61
-13,14,62
-12,16,61
-13,17,60
-12,16,61
-12,17,61
-13,15,61
-13,16,60
-13,14,61
-13,15,61
-12,15,62
-13,15,61
-13,15,61
-14,15,61
-15,14,60
-14,16,60
-14,15,60
-13,15,61
-13,15,61
-13,16,61
-13,15,60
-13,15,61
-12,15,62
-13,15,61
-13,16,61
-13,16,61
-13,16,60
-13,15,61
-13,15,61
-13,16,61
-12,16,61
-12,15,61
-12,16,61
-13,16,61
-13,16,61
-13,15,61
-13,15,61
-12,15,61
-12,15,61
-11,16,61
-12,16,61
-13,15,61
-12,16,61
-13,15,61
-13,16,61
-12,16,61
-12,17,60
-13,17,61
-12,16,61
-13,16,61
-13,17,60
-13,16,61
-13,16,60
-12,18,61
-12,17,61
-13,18,60
-13,17,60
-12,16,61
-12,19,61
-12,18,60
-12,17,60
-12,17,61
-12,16,61
-12,19,60
-12,18,61
-12,17,60
-12,18,60
-11,17,61
-12,17,60
-12,17,61
-12,18,60
-13,18,60
-11,17,61
-12,18,60
-12,18,60
-12,17,61
-12,17,61
-12,17,61
-12,17,61
-12,18,61
-12,17,61
-12,17,60
-12,18,61
-12,18,61
-12,17,61
-12,18,61
-11,18,60
-12,17,60
-12,17,61
-12,18,60
-12,18,60
-12,17,61
-11,18,61
-12,17,60
-12,18,60
-12,17,61
-12,17,60
-12,18,61
-12,17,60
-12,18,60
-12,17,61
-12,18,60
-12,18,60
-12,18,61
-12,18,61
-12,18,60
-12,17,61
-12,17,61
-12,18,60
-12,18,61
-11,17,61
-11,18,61
-12,18,60
-12,17,60
-12,18,60
-12,18,61
-12,18,61
-12,18,60
-12,17,60
-12,17,61
-12,18,60
-12,17,60
-12,18,60
-12,17,60
-12,18,60
-12,18,60
-12,17,61
-12,17,60
-12,18,60
-12,18,61
-12,18,60
-12,18,60
-12,18,61
-12,18,60
-12,17,61
-12,18,60
-12,18,61
-12,18,61
-12,18,60
-12,17,61
-12,18,60
-12,18,60
-12,18,60
-12,18,60
-12,17,61
-12,18,60
-12,18,60
-12,18,61
-11,18,61
-12,18,60
-12,17,61
-12,18,60
-12,18,60
-12,18,60
-12,18,60
-12,17,60
-12,18,60
-12,17,60
-12,17,61
-12,18,61
-12,18,60
-12,18,60
-12,17,61
-12,17,61
-12,18,60
-12,18,61
-12,18,61
-12,18,61
-12,18,60
-12,17,60
-12,17,61
-12,18,60
-11,18,61
-12,18,60
-12,18,61
-12,18,61
-12,18,61
-12,17,61
-12,18,61
-12,18,61
-12,18,60
-12,17,61
-12,18,60
-12,17,60
-12,18,60
-12,18,60
-12,18,60
-12,17,61
-12,18,60
-12,18,60
-12,18,61
-12,18,61
-11,18,60
-12,18,60
-12,18,60
-12,18,60
-12,18,61
-12,18,60
-12,18,60
-12,18,60
-12,18,60
-12,18,60
-12,18,61
-12,18,61
-12,17,60
-12,18,60
-12,18,60
-12,18,61
-12,17,60
-12,17,61
-11,17,61
-12,18,60
-12,18,60
-12,17,60
-12,17,61
-12,17,60
-12,17,60
-12,18,60
-12,18,60
-12,17,60
-12,17,61
-12,17,61
-11,17,61
-11,17,61
-12,18,60
-12,17,60
-12,17,60
-12,17,61
-12,17,61
-11,17,61
-11,18,61
-12,17,60
-12,17,60
-13,18,60
-12,17,60
-12,17,61
-12,17,60
-11,18,61
-11,17,61
-12,17,61
-13,17,62
-12,19,60
-13,20,59
-15,20,54
-16,19,49
-18,32,49
-20,38,48
-20,42,48
-16,39,47
-12,36,47
-8,33,48
-7,30,52
-5,29,51
4,25,51
5,29,57
5,23,56
4,28,63
-2,28,65
0,23,67
2,25,65
-5,23,68
-4,22,68
-4,24,60
-6,21,66
-8,27,66
-9,24,60
-10,25,61
-10,27,58
-10,26,56
-11,25,58
-11,26,57
-11,28,55
-11,28,57
-11,29,57
-10,30,55
-9,29,55
-9,29,55
-8,30,55
-10,31,59
-10,33,57
-11,33,58
-10,35,59
-8,36,56
-9,36,58
-9,33,60
-9,33,56
-7,33,58
-6,32,55
-6,36,54
-5,28,54
-3,34,55
-1,35,55
4,45,49
6,54,45
6,56,41
9,57,42
12,55,38
11,55,33
13,55,31
13,41,30
6,67,45
5,46,31
6,35,41
8,24,41
0,28,39
-5,46,51
-7,30,55
-4,30,46
-5,20,43
-2,44,46
-1,45,51
4,50,58
4,54,54
6,44,45
5,39,41
4,40,40
5,43,48
2,43,47
0,51,46
1,50,39
4,52,41
6,47,45
6,44,49
4,37,52
4,37,50
5,42,47
5,46,47
5,44,46
4,44,44
4,45,45
3,44,47
2,43,47
2,44,46
2,44,44
2,44,43
3,43,43
4,44,43
5,45,45
5,45,45
6,45,42
5,46,45
5,45,45
5,45,45
5,46,45
4,46,43
4,46,44
4,46,43
4,46,43
4,47,43
4,47,42
5,47,42
4,47,42
5,47,42
5,47,42
5,47,42
6,46,43
5,46,43
6,46,43
5,46,42
5,47,43
5,47,42
4,46,43
3,47,44
4,45,45
4,49,47
0,52,48
2,49,44
3,47,47
7,39,46
7,40,41
10,41,38
11,41,39
12,40,32
11,44,28
10,41,32
8,51,30
8,60,23
7,64,23
7,57,25
7,55,29
5,62,34
5,58,35
4,57,35
4,55,34
1,53,35
0,52,35
-1,51,34
-1,52,35
0,53,35
-1,52,35
0,51,35
1,51,34
1,53,34
1,53,34
2,52,33
1,53,34
1,53,34
1,52,33
0,52,33
0,53,33
0,52,34
0,52,34
0,52,34
1,51,33
1,52,34
2,53,35
2,53,36
1,52,34
1,51,33
1,52,33
1,53,34
0,53,35
-1,53,35
0,52,34
1,51,34
1,52,35
1,52,35
1,53,35
1,53,35
1,52,35
1,52,35
1,51,34
1,51,33
1,52,34
1,53,34
1,52,35
1,52,35
2,52,35
0,52,35
0,51,33
1,52,34
0,53,34
0,53,35
0,52,35
0,51,34
0,50,34
0,52,34
0,53,35
0,53,35
1,52,35
0,52,35
0,52,34
1,51,34
1,51,34
1,52,35
1,53,35
1,53,34
0,52,35
1,52,34
1,52,34
1,52,34
1,52,34
1,52,33
1,52,34
1,53,34
1,52,34
1,51,33
2,53,35
2,54,35
2,53,35
1,52,34
0,52,34
1,52,34
1,52,33
1,52,33
1,52,33
2,53,33
2,52,33
2,53,33
2,53,33
2,54,34
2,52,34
2,52,34
2,53,32
2,53,32
1,53,33
1,53,33
2,52,33
2,53,34
2,53,34
3,53,34
2,53,33
3,53,33
2,53,32
2,52,33
3,53,33
2,53,33
2,53,33
2,53,33
2,52,33
3,53,34
2,52,34
3,53,33
3,53,33
3,53,33
3,52,34
2,52,33
2,53,33
1,53,33
1,51,33
2,51,33
2,52,32
3,52,32
4,53,33
2,53,33
3,54,33
3,54,32
3,55,33
4,53,34
4,55,30
4,53,30
4,55,31
5,56,29
4,54,28
4,57,27
5,57,29
5,59,25
5,60,24
5,61,24
6,58,23
5,58,23
7,57,24
6,59,20
8,55,25
9,56,26
9,49,27
8,51,28
9,47,32
10,51,34
10,50,34
10,47,35
10,43,36
10,39,43
9,44,46
8,43,40
9,48,36
9,47,36
9,49,44
7,46,40
6,47,36
5,48,38
5,50,42
4,47,42
6,47,42
5,47,42
5,48,42
6,47,41
7,48,39
8,50,40
7,50,40
6,50,39
5,50,37
5,51,37
5,51,35
6,52,36
6,50,37
5,49,39
5,51,39
7,52,34
7,53,34
6,51,37
5,50,37
5,50,36
5,52,35
6,51,35
5,51,35
5,51,35
5,51,36
5,52,35
5,51,35
5,51,35
6,51,35
6,51,35
6,52,36
6,51,36
6,51,35
5,51,35
6,52,35
6,51,36
5,51,35
5,51,35
5,51,35
6,51,35
6,52,35
6,51,35
6,51,35
5,52,35
5,51,35
6,52,35
6,51,35
6,51,35
5,52,35
6,52,35
6,52,35
5,51,35
5,52,35
5,51,35
6,52,35
5,52,35
5,51,35
5,51,35
6,51,35
6,51,35
6,52,35
6,51,35
6,52,35
6,52,35
5,51,35
5,51,35
5,52,35
5,52,35
6,51,35
6,52,35
5,52,35
5,51,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,51,35
5,51,35
5,52,35
5,52,35
5,52,35
5,52,35
5,51,35
5,52,35
5,51,35
5,51,35
5,52,35
5,52,35
5,52,35
5,51,35
5,51,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,51,35
5,51,35
5,51,35
5,52,35
5,52,35
5,52,35
5,52,35
5,51,35
5,51,35
5,52,35
5,52,35
5,51,35
5,52,35
5,51,35
5,52,35
5,52,34
5,52,35
5,52,35
5,52,35
5,51,35
5,51,35
5,51,35
5,52,35
5,52,35
5,52,35
5,52,35
5,51,35
5,52,35
5,51,35
5,52,35
5,52,35
5,52,35
5,51,35
5,52,35
5,52,35
5,52,35
5,51,35
5,52,35
5,52,35
6,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,51,35
5,52,35
5,52,34
5,52,35
5,51,35
6,52,35
5,52,35
5,51,35
5,51,35
5,51,35
6,52,35
5,52,35
5,51,35
5,51,35
6,52,35
6,52,35
5,52,34
5,52,35
5,52,35
5,52,34
5,52,35
5,51,35
6,52,35
5,51,35
5,52,35
5,52,34
5,51,34
5,52,35
5,52,35
5,51,35
5,51,35
6,52,34
5,52,35
5,51,35
5,51,35
6,52,35
6,51,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,51,35
5,52,35
5,52,35
5,52,35
5,52,34
5,52,35
5,52,35
5,52,35
5,51,34
5,52,35
5,52,34
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,51,35
5,52,35
5,52,35
5,52,34
5,51,35
5,52,35
5,52,35
5,52,35
5,51,35
6,51,35
5,52,35
5,52,34
5,51,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,51,35
5,52,35
5,52,35
5,52,35
5,51,35
5,52,35
5,52,35
5,52,35
5,52,35
6,52,34
6,52,35
5,52,35
5,51,35
5,52,34
5,52,34
5,52,35
5,52,35
5,52,35
5,52,35
5,51,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,51,35
5,52,35
5,52,35
5,52,35
5,51,35
5,52,35
5,52,34
5,51,35
5,52,34
5,52,35
5,52,35
5,51,35
5,52,35
5,52,35
5,52,35
5,51,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,34
6,52,35
5,52,35
5,51,35
5,51,35
6,52,35
6,52,35
5,51,35
5,52,35
5,52,35
6,52,35
5,51,35
5,52,35
6,52,35
6,51,35
5,52,35
5,52,35
5,52,35
6,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,52,35
5,51,35
5,52,35
5,52,35
5,51,35
5,51,35
5,51,35
5,51,35
5,52,35
5,51,35
5,51,35
5,51,35
5,52,35
5,51,35
5,52,35
5,51,35
5,51,35
5,52,35
5,51,35
5,51,36
5,52,35
5,52,35
5,52,35
5,51,35
5,51,35
5,51,35
5,51,35
5,51,36
5,51,35
5,51,35
5,51,35
5,51,35
5,52,35
5,51,35
4,51,35
5,51,35
5,51,35
5,51,35
5,51,35
5,51,35
5,51,36
5,51,35
5,51,35
5,51,35
5,52,35
5,52,35
5,51,35
4,51,35
5,52,35
5,52,35
5,51,35
5,51,36
6,51,35
5,51,35
5,51,35
5,52,36
5,51,36
5,51,35
5,52,35
5,52,35
5,52,35
5,52,35
5,51,36
5,51,36
6,51,35
6,52,35
5,51,35
5,51,35
5,51,35
5,51,35
5,51,36
5,51,35
5,51,35
5,51,35
5,51,35
5,52,36
5,51,35
5,51,35
5,51,35
5,52,35
5,52,35
5,51,35
4,51,35
5,51,35
6,51,35
6,51,36
5,51,36
5,51,35
6,52,35
6,51,35
5,51,36
5,51,35
5,51,35
6,52,35
5,51,35
5,51,35
5,51,35
6,51,35
5,51,35
5,51,35
5,51,35
6,52,35
5,52,35
5,51,35
5,51,35
5,51,35
5,52,35
5,51,35
5,51,35
6,51,35
6,51,35
5,51,35
5,52,35
5,51,35
5,52,35
5,51,35
5,52,35
5,52,35
6,51,35
5,51,35
5,51,35
6,52,35
6,51,35
5,51,35
5,51,35
5,51,35
6,51,35
5,52,35
4,51,35
5,51,35
6,51,35
6,51,35
5,52,35
6,51,35
6,51,35
5,51,35
5,51,35
5,51,35
6,51,35
6,51,36
5,52,35
