1426080448.000000, IBI
19.672776,0.953169
20.641570,0.968794
21.485358,0.843789
22.391650,0.906291
23.329193,0.937543
24.219859,0.890666
25.126150,0.906291
26.063693,0.937543
26.985610,0.921917
27.860650,0.875040
28.798193,0.937543
29.735736,0.937543
30.704530,0.968794
31.767079,1.062549
32.798376,1.031297
33.798422,1.000046
34.782842,0.984420
35.767262,0.984420
36.720431,0.953169
45.955229,1.000046
46.877146,0.921917
47.830314,0.953169
48.799109,0.968794
49.752277,0.953169
50.705446,0.953169
61.534067,0.859414
62.440358,0.906291
63.299773,0.859414
64.112310,0.812537
106.192361,0.953169
249.308287,0.937543
250.277081,0.968794
251.152121,0.875040
252.042787,0.890666
252.933453,0.890666
311.670516,0.906291
391.314787,1.015671
392.330459,1.015671
393.205499,0.875040
403.065325,0.968794
403.955991,0.890666
404.924785,0.968794
405.940457,1.015671
418.269146,1.187554
446.645445,0.968794
447.551736,0.906291
448.536156,0.984420
449.473699,0.937543
698.469472,0.812537
699.282009,0.812537
700.094547,0.812537
700.922709,0.828163
701.782124,0.859414
702.579035,0.796911
703.407198,0.828163
704.250987,0.843789
705.157278,0.906291
706.141698,0.984420
707.157370,1.015671
778.879403,0.906291
779.879449,1.000046
780.910746,1.031297
781.926417,1.015671
782.879586,0.953169
783.801503,0.921917
784.785923,0.984420
785.801595,1.015671
786.832892,1.031297
787.723558,0.890666
788.645475,0.921917
824.865883,0.984420
825.897180,1.031297
826.881600,0.984420
827.834769,0.953169
828.772312,0.937543
908.666594,0.734409
909.479131,0.812537
910.307294,0.828163
911.088580,0.781286
911.947994,0.859414
912.791783,0.843789
921.682815,0.859414
922.573480,0.890666
923.417269,0.843789
924.245432,0.828163
925.104846,0.859414
925.933009,0.828163
926.698669,0.765660
927.495581,0.796911
928.339369,0.843789
929.198784,0.859414
929.980069,0.781286
930.808232,0.828163
931.683272,0.875040
932.433307,0.750034
933.261470,0.828163
934.089633,0.828163
934.870918,0.781286
935.652204,0.781286
936.433490,0.781286
937.214776,0.781286
937.996061,0.781286
938.824224,0.828163
939.589884,0.765660
940.418047,0.828163
941.261836,0.843789
942.183753,0.921917
942.996290,0.812537
943.902582,0.906291
944.761996,0.859414
945.683913,0.921917
953.715531,0.828163
954.590571,0.875040
955.481237,0.890666
956.356277,0.875040
957.215691,0.859414
958.043854,0.828163
958.887643,0.843789
959.684554,0.796911
960.481466,0.796911
961.309628,0.828163
962.106540,0.796911
962.919077,0.812537
963.747240,0.828163
964.591029,0.843789
965.419192,0.828163
966.278606,0.859414
967.169272,0.890666
968.013060,0.843789
968.856849,0.843789
969.716263,0.859414
970.606929,0.890666
971.497595,0.890666
972.419512,0.921917
973.294552,0.875040
974.138341,0.843789
975.013381,0.875040
975.904047,0.890666
976.732209,0.828163
977.575998,0.843789
978.497915,0.921917
979.372955,0.875040
980.247995,0.875040
981.076158,0.828163
981.966824,0.890666
982.841864,0.875040
983.732530,0.890666
984.623196,0.890666
985.498236,0.875040
986.295147,0.796911
987.138936,0.843789
987.951473,0.812537
988.842139,0.890666
989.592173,0.750034
990.373459,0.781286
1041.453922,0.828163
1042.344588,0.890666
1056.657743,0.781286
1057.532783,0.875040
1058.282817,0.750034
1067.314481,0.859414
1068.189521,0.875040
1069.002058,0.812537
1069.908350,0.906291
1071.033401,1.125051
1075.080461,0.796911
1075.939876,0.859414
1076.705536,0.765660
1077.564950,0.859414
1078.455616,0.890666
1079.283779,0.828163
1080.190070,0.906291
1081.065110,0.875040
1081.971402,0.906291
1082.940196,0.968794
1083.768359,0.828163
1084.659025,0.890666
1085.502813,0.843789
1086.315351,0.812537
1087.127888,0.812537
1107.472569,1.000046
1108.503866,1.031297
1109.425783,0.921917
1110.347701,0.921917
1111.300869,0.953169
1112.144658,0.843789
1112.988446,0.843789
1113.769732,0.781286
1114.519767,0.750034
1115.269801,0.750034
1116.082338,0.812537
1117.035507,0.953169
1118.035553,1.000046
1119.129353,1.093800
1120.207527,1.078174
1121.160696,0.953169
1122.176367,1.015671
1123.223290,1.046923
1124.176459,0.953169
1125.145253,0.968794
1139.317777,0.812537
1140.161565,0.843789
1141.005354,0.843789
1141.849143,0.843789
1142.724183,0.875040
1143.646100,0.921917
1144.505514,0.859414
1145.411806,0.906291
1146.318097,0.906291
1147.208763,0.890666
